dataset,vertices,edges
aa50-to-5.edgelist,113,315
aa50-to-6.edgelist,113,323
aa50-to-7.edgelist,113,308
aa50-to-8.edgelist,113,293
aa50-to-9.edgelist,113,346
aa51-ba-5.edgelist,79,300
aa51-ba-6.edgelist,79,300
aa51-ba-7.edgelist,79,300
aa51-ba-8.edgelist,79,300
aa51-ba-9.edgelist,79,300
aa51-cl-5.edgelist,79,253
aa51-cl-6.edgelist,79,258
aa51-cl-7.edgelist,79,257
aa51-cl-8.edgelist,79,307
aa51-cl-9.edgelist,79,244
aa51-er-5.edgelist,79,270
aa51-er-6.edgelist,79,284
aa51-er-7.edgelist,79,282
aa51-er-8.edgelist,79,249
aa51-er-9.edgelist,79,311
aa51-to-5.edgelist,79,169
aa51-to-6.edgelist,79,182
aa51-to-7.edgelist,79,181
aa51-to-8.edgelist,79,154
aa51-to-9.edgelist,79,197
aa52-ba-5.edgelist,66,248
aa52-ba-6.edgelist,66,248
aa52-ba-7.edgelist,66,248
aa52-ba-8.edgelist,66,248
aa52-ba-9.edgelist,66,248
aa52-cl-5.edgelist,66,214
aa52-cl-6.edgelist,66,213
aa52-cl-7.edgelist,66,231
aa52-cl-8.edgelist,66,243
aa52-cl-9.edgelist,66,206
aa52-er-5.edgelist,66,243
aa52-er-6.edgelist,66,244
aa52-er-7.edgelist,66,249
aa52-er-8.edgelist,66,214
aa52-er-9.edgelist,66,261
aa52-to-5.edgelist,66,179
aa52-to-6.edgelist,66,169
aa52-to-7.edgelist,66,172
aa52-to-8.edgelist,66,133
aa52-to-9.edgelist,66,194
aa53-ba-5.edgelist,89,258
aa53-ba-6.edgelist,89,258
aa53-ba-7.edgelist,89,258
aa53-ba-8.edgelist,89,258
aa53-ba-9.edgelist,89,258
aa53-cl-5.edgelist,89,214
aa53-cl-6.edgelist,89,216
aa53-cl-7.edgelist,89,226
aa53-cl-8.edgelist,89,243
aa53-cl-9.edgelist,89,211
aa53-er-5.edgelist,89,216
aa53-er-6.edgelist,89,248
aa53-er-7.edgelist,89,252
aa53-er-8.edgelist,89,211
aa53-er-9.edgelist,89,270
aa53-to-5.edgelist,89,145
aa53-to-6.edgelist,89,158
aa53-to-7.edgelist,89,170
aa53-to-8.edgelist,89,129
aa53-to-9.edgelist,89,188
aa54-ba-5.edgelist,90,261
aa54-ba-6.edgelist,90,261
aa54-ba-7.edgelist,90,261
aa54-ba-8.edgelist,90,261
aa54-ba-9.edgelist,90,261
aa54-cl-5.edgelist,90,215
aa54-cl-6.edgelist,90,217
aa54-cl-7.edgelist,90,217
aa54-cl-8.edgelist,90,236
aa54-cl-9.edgelist,90,221
aa54-er-5.edgelist,90,219
aa54-er-6.edgelist,90,250
aa54-er-7.edgelist,90,252
aa54-er-8.edgelist,90,216
aa54-er-9.edgelist,90,269
aa54-to-5.edgelist,90,157
aa54-to-6.edgelist,90,159
aa54-to-7.edgelist,90,171
aa54-to-8.edgelist,90,122
aa54-to-9.edgelist,90,177
bqp100_1-ba-5.edgelist,100,475
bqp100_1-ba-6.edgelist,100,475
bqp100_1-ba-7.edgelist,100,475
bqp100_1-ba-8.edgelist,100,475
bqp100_1-ba-9.edgelist,100,475
bqp100_1-cl-5.edgelist,100,441
bqp100_1-cl-6.edgelist,100,408
bqp100_1-cl-7.edgelist,100,429
bqp100_1-cl-8.edgelist,100,463
bqp100_1-cl-9.edgelist,100,445
bqp100_1-er-5.edgelist,100,444
bqp100_1-er-6.edgelist,100,484
bqp100_1-er-7.edgelist,100,469
bqp100_1-er-8.edgelist,100,439
bqp100_1-er-9.edgelist,100,507
bqp100_1-to-5.edgelist,100,364
bqp100_1-to-6.edgelist,100,397
bqp100_1-to-7.edgelist,100,402
bqp100_1-to-8.edgelist,100,360
bqp100_1-to-9.edgelist,100,424
bqp100_10-ba-5.edgelist,100,475
bqp100_10-ba-6.edgelist,100,475
bqp100_10-ba-7.edgelist,100,475
bqp100_10-ba-8.edgelist,100,475
bqp100_10-ba-9.edgelist,100,475
bqp100_10-cl-5.edgelist,100,441
bqp100_10-cl-6.edgelist,100,437
bqp100_10-cl-7.edgelist,100,455
bqp100_10-cl-8.edgelist,100,507
bqp100_10-cl-9.edgelist,100,468
bqp100_10-er-5.edgelist,100,464
bqp100_10-er-6.edgelist,100,504
bqp100_10-er-7.edgelist,100,491
bqp100_10-er-8.edgelist,100,467
bqp100_10-er-9.edgelist,100,528
bqp100_10-to-5.edgelist,100,387
bqp100_10-to-6.edgelist,100,435
bqp100_10-to-7.edgelist,100,419
bqp100_10-to-8.edgelist,100,397
bqp100_10-to-9.edgelist,100,431
bqp100_2-ba-5.edgelist,100,475
bqp100_2-ba-6.edgelist,100,475
bqp100_2-ba-7.edgelist,100,475
bqp100_2-ba-8.edgelist,100,475
bqp100_2-ba-9.edgelist,100,475
bqp100_2-cl-5.edgelist,100,441
bqp100_2-cl-6.edgelist,100,434
bqp100_2-cl-7.edgelist,100,458
bqp100_2-cl-8.edgelist,100,509
bqp100_2-cl-9.edgelist,100,468
bqp100_2-er-5.edgelist,100,463
bqp100_2-er-6.edgelist,100,504
bqp100_2-er-7.edgelist,100,486
bqp100_2-er-8.edgelist,100,464
bqp100_2-er-9.edgelist,100,524
bqp100_2-to-5.edgelist,100,394
bqp100_2-to-6.edgelist,100,414
bqp100_2-to-7.edgelist,100,391
bqp100_2-to-8.edgelist,100,385
bqp100_2-to-9.edgelist,100,442
bqp100_3-ba-5.edgelist,100,475
bqp100_3-ba-6.edgelist,100,475
bqp100_3-ba-7.edgelist,100,475
bqp100_3-ba-8.edgelist,100,475
bqp100_3-ba-9.edgelist,100,475
bqp100_3-cl-5.edgelist,100,446
bqp100_3-cl-6.edgelist,100,446
bqp100_3-cl-7.edgelist,100,453
bqp100_3-cl-8.edgelist,100,511
bqp100_3-cl-9.edgelist,100,508
bqp100_3-er-5.edgelist,100,469
bqp100_3-er-6.edgelist,100,512
bqp100_3-er-7.edgelist,100,492
bqp100_3-er-8.edgelist,100,470
bqp100_3-er-9.edgelist,100,534
bqp100_3-to-5.edgelist,100,399
bqp100_3-to-6.edgelist,100,421
bqp100_3-to-7.edgelist,100,397
bqp100_3-to-8.edgelist,100,391
bqp100_3-to-9.edgelist,100,451
bqp100_4-ba-5.edgelist,100,475
bqp100_4-ba-6.edgelist,100,475
bqp100_4-ba-7.edgelist,100,475
bqp100_4-ba-8.edgelist,100,475
bqp100_4-ba-9.edgelist,100,475
bqp100_4-cl-5.edgelist,100,449
bqp100_4-cl-6.edgelist,100,418
bqp100_4-cl-7.edgelist,100,424
bqp100_4-cl-8.edgelist,100,485
bqp100_4-cl-9.edgelist,100,474
bqp100_4-er-5.edgelist,100,455
bqp100_4-er-6.edgelist,100,494
bqp100_4-er-7.edgelist,100,481
bqp100_4-er-8.edgelist,100,451
bqp100_4-er-9.edgelist,100,515
bqp100_4-to-5.edgelist,100,375
bqp100_4-to-6.edgelist,100,404
bqp100_4-to-7.edgelist,100,409
bqp100_4-to-8.edgelist,100,370
bqp100_4-to-9.edgelist,100,430
bqp100_5-ba-5.edgelist,100,475
bqp100_5-ba-6.edgelist,100,475
bqp100_5-ba-7.edgelist,100,475
bqp100_5-ba-8.edgelist,100,475
bqp100_5-ba-9.edgelist,100,475
bqp100_5-cl-5.edgelist,100,431
bqp100_5-cl-6.edgelist,100,428
bqp100_5-cl-7.edgelist,100,434
bqp100_5-cl-8.edgelist,100,450
bqp100_5-cl-9.edgelist,100,427
bqp100_5-er-5.edgelist,100,440
bqp100_5-er-6.edgelist,100,477
bqp100_5-er-7.edgelist,100,463
bqp100_5-er-8.edgelist,100,434
bqp100_5-er-9.edgelist,100,501
bqp100_5-to-5.edgelist,100,373
bqp100_5-to-6.edgelist,100,394
bqp100_5-to-7.edgelist,100,375
bqp100_5-to-8.edgelist,100,364
bqp100_5-to-9.edgelist,100,423
bqp100_6-ba-5.edgelist,100,564
bqp100_6-ba-6.edgelist,100,564
bqp100_6-ba-7.edgelist,100,564
bqp100_6-ba-8.edgelist,100,564
bqp100_6-ba-9.edgelist,100,564
bqp100_6-cl-5.edgelist,100,461
bqp100_6-cl-6.edgelist,100,492
bqp100_6-cl-7.edgelist,100,459
bqp100_6-cl-8.edgelist,100,521
bqp100_6-cl-9.edgelist,100,509
bqp100_6-er-5.edgelist,100,487
bqp100_6-er-6.edgelist,100,528
bqp100_6-er-7.edgelist,100,519
bqp100_6-er-8.edgelist,100,491
bqp100_6-er-9.edgelist,100,553
bqp100_6-to-5.edgelist,100,415
bqp100_6-to-6.edgelist,100,444
bqp100_6-to-7.edgelist,100,442
bqp100_6-to-8.edgelist,100,404
bqp100_6-to-9.edgelist,100,478
bqp100_7-ba-5.edgelist,100,475
bqp100_7-ba-6.edgelist,100,475
bqp100_7-ba-7.edgelist,100,475
bqp100_7-ba-8.edgelist,100,475
bqp100_7-ba-9.edgelist,100,475
bqp100_7-cl-5.edgelist,100,444
bqp100_7-cl-6.edgelist,100,427
bqp100_7-cl-7.edgelist,100,434
bqp100_7-cl-8.edgelist,100,473
bqp100_7-cl-9.edgelist,100,454
bqp100_7-er-5.edgelist,100,448
bqp100_7-er-6.edgelist,100,491
bqp100_7-er-7.edgelist,100,476
bqp100_7-er-8.edgelist,100,444
bqp100_7-er-9.edgelist,100,511
bqp100_7-to-5.edgelist,100,380
bqp100_7-to-6.edgelist,100,406
bqp100_7-to-7.edgelist,100,382
bqp100_7-to-8.edgelist,100,371
bqp100_7-to-9.edgelist,100,432
bqp100_8-ba-5.edgelist,100,475
bqp100_8-ba-6.edgelist,100,475
bqp100_8-ba-7.edgelist,100,475
bqp100_8-ba-8.edgelist,100,475
bqp100_8-ba-9.edgelist,100,475
bqp100_8-cl-5.edgelist,100,447
bqp100_8-cl-6.edgelist,100,427
bqp100_8-cl-7.edgelist,100,480
bqp100_8-cl-8.edgelist,100,512
bqp100_8-cl-9.edgelist,100,450
bqp100_8-er-5.edgelist,100,471
bqp100_8-er-6.edgelist,100,514
bqp100_8-er-7.edgelist,100,492
bqp100_8-er-8.edgelist,100,476
bqp100_8-er-9.edgelist,100,538
bqp100_8-to-5.edgelist,100,399
bqp100_8-to-6.edgelist,100,432
bqp100_8-to-7.edgelist,100,417
bqp100_8-to-8.edgelist,100,390
bqp100_8-to-9.edgelist,100,466
bqp100_9-ba-5.edgelist,100,564
bqp100_9-ba-6.edgelist,100,564
bqp100_9-ba-7.edgelist,100,564
bqp100_9-ba-8.edgelist,100,564
bqp100_9-ba-9.edgelist,100,564
bqp100_9-cl-5.edgelist,100,471
bqp100_9-cl-6.edgelist,100,435
bqp100_9-cl-7.edgelist,100,457
bqp100_9-cl-8.edgelist,100,526
bqp100_9-cl-9.edgelist,100,490
bqp100_9-er-5.edgelist,100,480
bqp100_9-er-6.edgelist,100,526
bqp100_9-er-7.edgelist,100,503
bqp100_9-er-8.edgelist,100,485
bqp100_9-er-9.edgelist,100,547
bqp100_9-to-5.edgelist,100,399
bqp100_9-to-6.edgelist,100,453
bqp100_9-to-7.edgelist,100,430
bqp100_9-to-8.edgelist,100,414
bqp100_9-to-9.edgelist,100,446
bqp50_1-ba-5.edgelist,50,141
bqp50_1-ba-6.edgelist,50,141
bqp50_1-ba-7.edgelist,50,141
bqp50_1-ba-8.edgelist,50,141
bqp50_1-ba-9.edgelist,50,141
bqp50_1-cl-5.edgelist,50,109
bqp50_1-cl-6.edgelist,50,88
bqp50_1-cl-7.edgelist,50,88
bqp50_1-cl-8.edgelist,50,109
bqp50_1-cl-9.edgelist,50,89
bqp50_1-er-5.edgelist,50,118
bqp50_1-er-6.edgelist,50,122
bqp50_1-er-7.edgelist,50,122
bqp50_1-er-8.edgelist,50,90
bqp50_1-er-9.edgelist,50,133
bqp50_1-to-5.edgelist,50,76
bqp50_1-to-6.edgelist,50,91
bqp50_1-to-7.edgelist,50,85
bqp50_1-to-8.edgelist,50,58
bqp50_1-to-9.edgelist,50,96
bqp50_10-ba-5.edgelist,50,141
bqp50_10-ba-6.edgelist,50,141
bqp50_10-ba-7.edgelist,50,141
bqp50_10-ba-8.edgelist,50,141
bqp50_10-ba-9.edgelist,50,141
bqp50_10-cl-5.edgelist,50,103
bqp50_10-cl-6.edgelist,50,95
bqp50_10-cl-7.edgelist,50,83
bqp50_10-cl-8.edgelist,50,93
bqp50_10-cl-9.edgelist,50,91
bqp50_10-er-5.edgelist,50,118
bqp50_10-er-6.edgelist,50,122
bqp50_10-er-7.edgelist,50,122
bqp50_10-er-8.edgelist,50,90
bqp50_10-er-9.edgelist,50,133
bqp50_10-to-5.edgelist,50,76
bqp50_10-to-6.edgelist,50,91
bqp50_10-to-7.edgelist,50,85
bqp50_10-to-8.edgelist,50,58
bqp50_10-to-9.edgelist,50,96
bqp50_2-ba-5.edgelist,50,141
bqp50_2-ba-6.edgelist,50,141
bqp50_2-ba-7.edgelist,50,141
bqp50_2-ba-8.edgelist,50,141
bqp50_2-ba-9.edgelist,50,141
bqp50_2-cl-5.edgelist,50,135
bqp50_2-cl-6.edgelist,50,113
bqp50_2-cl-7.edgelist,50,95
bqp50_2-cl-8.edgelist,50,125
bqp50_2-cl-9.edgelist,50,113
bqp50_2-er-5.edgelist,50,133
bqp50_2-er-6.edgelist,50,132
bqp50_2-er-7.edgelist,50,133
bqp50_2-er-8.edgelist,50,102
bqp50_2-er-9.edgelist,50,148
bqp50_2-to-5.edgelist,50,83
bqp50_2-to-6.edgelist,50,101
bqp50_2-to-7.edgelist,50,93
bqp50_2-to-8.edgelist,50,65
bqp50_2-to-9.edgelist,50,108
bqp50_3-ba-5.edgelist,50,141
bqp50_3-ba-6.edgelist,50,141
bqp50_3-ba-7.edgelist,50,141
bqp50_3-ba-8.edgelist,50,141
bqp50_3-ba-9.edgelist,50,141
bqp50_3-cl-5.edgelist,50,128
bqp50_3-cl-6.edgelist,50,134
bqp50_3-cl-7.edgelist,50,115
bqp50_3-cl-8.edgelist,50,131
bqp50_3-cl-9.edgelist,50,116
bqp50_3-er-5.edgelist,50,147
bqp50_3-er-6.edgelist,50,148
bqp50_3-er-7.edgelist,50,151
bqp50_3-er-8.edgelist,50,113
bqp50_3-er-9.edgelist,50,164
bqp50_3-to-5.edgelist,50,115
bqp50_3-to-6.edgelist,50,108
bqp50_3-to-7.edgelist,50,111
bqp50_3-to-8.edgelist,50,84
bqp50_3-to-9.edgelist,50,125
bqp50_4-ba-5.edgelist,50,141
bqp50_4-ba-6.edgelist,50,141
bqp50_4-ba-7.edgelist,50,141
bqp50_4-ba-8.edgelist,50,141
bqp50_4-ba-9.edgelist,50,141
bqp50_4-cl-5.edgelist,50,105
bqp50_4-cl-6.edgelist,50,106
bqp50_4-cl-7.edgelist,50,85
bqp50_4-cl-8.edgelist,50,125
bqp50_4-cl-9.edgelist,50,92
bqp50_4-er-5.edgelist,50,122
bqp50_4-er-6.edgelist,50,126
bqp50_4-er-7.edgelist,50,125
bqp50_4-er-8.edgelist,50,93
bqp50_4-er-9.edgelist,50,137
bqp50_4-to-5.edgelist,50,78
bqp50_4-to-6.edgelist,50,95
bqp50_4-to-7.edgelist,50,87
bqp50_4-to-8.edgelist,50,60
bqp50_4-to-9.edgelist,50,100
bqp50_5-ba-5.edgelist,50,141
bqp50_5-ba-6.edgelist,50,141
bqp50_5-ba-7.edgelist,50,141
bqp50_5-ba-8.edgelist,50,141
bqp50_5-ba-9.edgelist,50,141
bqp50_5-cl-5.edgelist,50,130
bqp50_5-cl-6.edgelist,50,133
bqp50_5-cl-7.edgelist,50,121
bqp50_5-cl-8.edgelist,50,136
bqp50_5-cl-9.edgelist,50,117
bqp50_5-er-5.edgelist,50,147
bqp50_5-er-6.edgelist,50,146
bqp50_5-er-7.edgelist,50,149
bqp50_5-er-8.edgelist,50,113
bqp50_5-er-9.edgelist,50,164
bqp50_5-to-5.edgelist,50,105
bqp50_5-to-6.edgelist,50,111
bqp50_5-to-7.edgelist,50,102
bqp50_5-to-8.edgelist,50,75
bqp50_5-to-9.edgelist,50,120
bqp50_6-ba-5.edgelist,50,141
bqp50_6-ba-6.edgelist,50,141
bqp50_6-ba-7.edgelist,50,141
bqp50_6-ba-8.edgelist,50,141
bqp50_6-ba-9.edgelist,50,141
bqp50_6-cl-5.edgelist,50,97
bqp50_6-cl-6.edgelist,50,85
bqp50_6-cl-7.edgelist,50,89
bqp50_6-cl-8.edgelist,50,112
bqp50_6-cl-9.edgelist,50,94
bqp50_6-er-5.edgelist,50,109
bqp50_6-er-6.edgelist,50,111
bqp50_6-er-7.edgelist,50,117
bqp50_6-er-8.edgelist,50,84
bqp50_6-er-9.edgelist,50,122
bqp50_6-to-5.edgelist,50,69
bqp50_6-to-6.edgelist,50,73
bqp50_6-to-7.edgelist,50,79
bqp50_6-to-8.edgelist,50,47
bqp50_6-to-9.edgelist,50,84
bqp50_7-ba-5.edgelist,50,141
bqp50_7-ba-6.edgelist,50,141
bqp50_7-ba-7.edgelist,50,141
bqp50_7-ba-8.edgelist,50,141
bqp50_7-ba-9.edgelist,50,141
bqp50_7-cl-5.edgelist,50,122
bqp50_7-cl-6.edgelist,50,131
bqp50_7-cl-7.edgelist,50,109
bqp50_7-cl-8.edgelist,50,138
bqp50_7-cl-9.edgelist,50,97
bqp50_7-er-5.edgelist,50,137
bqp50_7-er-6.edgelist,50,137
bqp50_7-er-7.edgelist,50,134
bqp50_7-er-8.edgelist,50,107
bqp50_7-er-9.edgelist,50,152
bqp50_7-to-5.edgelist,50,94
bqp50_7-to-6.edgelist,50,89
bqp50_7-to-7.edgelist,50,91
bqp50_7-to-8.edgelist,50,74
bqp50_7-to-9.edgelist,50,110
bqp50_8-ba-5.edgelist,50,141
bqp50_8-ba-6.edgelist,50,141
bqp50_8-ba-7.edgelist,50,141
bqp50_8-ba-8.edgelist,50,141
bqp50_8-ba-9.edgelist,50,141
bqp50_8-cl-5.edgelist,50,142
bqp50_8-cl-6.edgelist,50,139
bqp50_8-cl-7.edgelist,50,119
bqp50_8-cl-8.edgelist,50,152
bqp50_8-cl-9.edgelist,50,108
bqp50_8-er-5.edgelist,50,156
bqp50_8-er-6.edgelist,50,152
bqp50_8-er-7.edgelist,50,154
bqp50_8-er-8.edgelist,50,118
bqp50_8-er-9.edgelist,50,166
bqp50_8-to-5.edgelist,50,121
bqp50_8-to-6.edgelist,50,112
bqp50_8-to-7.edgelist,50,113
bqp50_8-to-8.edgelist,50,89
bqp50_8-to-9.edgelist,50,127
bqp50_9-ba-5.edgelist,50,141
bqp50_9-ba-6.edgelist,50,141
bqp50_9-ba-7.edgelist,50,141
bqp50_9-ba-8.edgelist,50,141
bqp50_9-ba-9.edgelist,50,141
bqp50_9-cl-5.edgelist,50,120
bqp50_9-cl-6.edgelist,50,126
bqp50_9-cl-7.edgelist,50,118
bqp50_9-cl-8.edgelist,50,137
bqp50_9-cl-9.edgelist,50,97
bqp50_9-er-5.edgelist,50,135
bqp50_9-er-6.edgelist,50,134
bqp50_9-er-7.edgelist,50,133
bqp50_9-er-8.edgelist,50,104
bqp50_9-er-9.edgelist,50,151
bqp50_9-to-5.edgelist,50,101
bqp50_9-to-6.edgelist,50,94
bqp50_9-to-7.edgelist,50,93
bqp50_9-to-8.edgelist,50,76
bqp50_9-to-9.edgelist,50,112
gka_1-ba-5.edgelist,50,141
gka_1-ba-6.edgelist,50,141
gka_1-ba-7.edgelist,50,141
gka_1-ba-8.edgelist,50,141
gka_1-ba-9.edgelist,50,141
gka_1-cl-5.edgelist,50,100
gka_1-cl-6.edgelist,50,99
gka_1-cl-7.edgelist,50,85
gka_1-cl-8.edgelist,50,108
gka_1-cl-9.edgelist,50,104
gka_1-er-5.edgelist,50,115
gka_1-er-6.edgelist,50,119
gka_1-er-7.edgelist,50,122
gka_1-er-8.edgelist,50,88
gka_1-er-9.edgelist,50,129
gka_1-to-5.edgelist,50,81
gka_1-to-6.edgelist,50,73
gka_1-to-7.edgelist,50,83
gka_1-to-8.edgelist,50,59
gka_1-to-9.edgelist,50,91
gka_10-ba-5.edgelist,30,225
gka_10-ba-6.edgelist,30,225
gka_10-ba-7.edgelist,30,225
gka_10-ba-8.edgelist,30,225
gka_10-ba-9.edgelist,30,225
gka_10-cl-5.edgelist,30,412
gka_10-cl-6.edgelist,30,414
gka_10-cl-7.edgelist,30,410
gka_10-cl-8.edgelist,30,414
gka_10-cl-9.edgelist,30,412
gka_10-er-5.edgelist,30,429
gka_10-er-6.edgelist,30,428
gka_10-er-7.edgelist,30,431
gka_10-er-8.edgelist,30,428
gka_10-er-9.edgelist,30,429
gka_10-to-5.edgelist,30,423
gka_10-to-6.edgelist,30,426
gka_10-to-7.edgelist,30,428
gka_10-to-8.edgelist,30,426
gka_10-to-9.edgelist,30,426
gka_11-ba-5.edgelist,40,400
gka_11-ba-6.edgelist,40,400
gka_11-ba-7.edgelist,40,400
gka_11-ba-8.edgelist,40,400
gka_11-ba-9.edgelist,40,400
gka_11-cl-5.edgelist,40,746
gka_11-cl-6.edgelist,40,743
gka_11-cl-7.edgelist,40,745
gka_11-cl-8.edgelist,40,748
gka_11-cl-9.edgelist,40,750
gka_11-er-5.edgelist,40,777
gka_11-er-6.edgelist,40,768
gka_11-er-7.edgelist,40,774
gka_11-er-8.edgelist,40,770
gka_11-er-9.edgelist,40,774
gka_11-to-5.edgelist,40,771
gka_11-to-6.edgelist,40,766
gka_11-to-7.edgelist,40,771
gka_11-to-8.edgelist,40,768
gka_11-to-9.edgelist,40,771
gka_12-ba-5.edgelist,50,625
gka_12-ba-6.edgelist,50,625
gka_12-ba-7.edgelist,50,625
gka_12-ba-8.edgelist,50,625
gka_12-ba-9.edgelist,50,625
gka_12-cl-5.edgelist,50,1191
gka_12-cl-6.edgelist,50,1179
gka_12-cl-7.edgelist,50,1179
gka_12-cl-8.edgelist,50,1184
gka_12-cl-9.edgelist,50,1182
gka_12-er-5.edgelist,50,1214
gka_12-er-6.edgelist,50,1204
gka_12-er-7.edgelist,50,1211
gka_12-er-8.edgelist,50,1209
gka_12-er-9.edgelist,50,1212
gka_12-to-5.edgelist,50,1208
gka_12-to-6.edgelist,50,1202
gka_12-to-7.edgelist,50,1208
gka_12-to-8.edgelist,50,1207
gka_12-to-9.edgelist,50,1209
gka_13-ba-5.edgelist,60,900
gka_13-ba-6.edgelist,60,900
gka_13-ba-7.edgelist,60,900
gka_13-ba-8.edgelist,60,900
gka_13-ba-9.edgelist,60,900
gka_13-cl-5.edgelist,60,1725
gka_13-cl-6.edgelist,60,1714
gka_13-cl-7.edgelist,60,1718
gka_13-cl-8.edgelist,60,1717
gka_13-cl-9.edgelist,60,1710
gka_13-er-5.edgelist,60,1758
gka_13-er-6.edgelist,60,1747
gka_13-er-7.edgelist,60,1756
gka_13-er-8.edgelist,60,1750
gka_13-er-9.edgelist,60,1753
gka_13-to-5.edgelist,60,1752
gka_13-to-6.edgelist,60,1745
gka_13-to-7.edgelist,60,1753
gka_13-to-8.edgelist,60,1748
gka_13-to-9.edgelist,60,1750
gka_14-ba-5.edgelist,70,1225
gka_14-ba-6.edgelist,70,1225
gka_14-ba-7.edgelist,70,1225
gka_14-ba-8.edgelist,70,1225
gka_14-ba-9.edgelist,70,1225
gka_14-cl-5.edgelist,70,2359
gka_14-cl-6.edgelist,70,2343
gka_14-cl-7.edgelist,70,2356
gka_14-cl-8.edgelist,70,2357
gka_14-cl-9.edgelist,70,2354
gka_14-er-5.edgelist,70,2388
gka_14-er-6.edgelist,70,2383
gka_14-er-7.edgelist,70,2393
gka_14-er-8.edgelist,70,2386
gka_14-er-9.edgelist,70,2395
gka_14-to-5.edgelist,70,2382
gka_14-to-6.edgelist,70,2381
gka_14-to-7.edgelist,70,2390
gka_14-to-8.edgelist,70,2384
gka_14-to-9.edgelist,70,2392
gka_15-ba-5.edgelist,80,1600
gka_15-ba-6.edgelist,80,1600
gka_15-ba-7.edgelist,80,1600
gka_15-ba-8.edgelist,80,1600
gka_15-ba-9.edgelist,80,1600
gka_15-cl-5.edgelist,80,3091
gka_15-cl-6.edgelist,80,3080
gka_15-cl-7.edgelist,80,3081
gka_15-cl-8.edgelist,80,3084
gka_15-cl-9.edgelist,80,3068
gka_15-er-5.edgelist,80,3133
gka_15-er-6.edgelist,80,3120
gka_15-er-7.edgelist,80,3128
gka_15-er-8.edgelist,80,3116
gka_15-er-9.edgelist,80,3132
gka_15-to-5.edgelist,80,3127
gka_15-to-6.edgelist,80,3118
gka_15-to-7.edgelist,80,3125
gka_15-to-8.edgelist,80,3114
gka_15-to-9.edgelist,80,3129
gka_16-ba-5.edgelist,90,2025
gka_16-ba-6.edgelist,90,2025
gka_16-ba-7.edgelist,90,2025
gka_16-ba-8.edgelist,90,2025
gka_16-ba-9.edgelist,90,2025
gka_16-cl-5.edgelist,90,3927
gka_16-cl-6.edgelist,90,3927
gka_16-cl-7.edgelist,90,3920
gka_16-cl-8.edgelist,90,3915
gka_16-cl-9.edgelist,90,3909
gka_16-er-5.edgelist,90,3968
gka_16-er-6.edgelist,90,3955
gka_16-er-7.edgelist,90,3965
gka_16-er-8.edgelist,90,3962
gka_16-er-9.edgelist,90,3970
gka_16-to-5.edgelist,90,3962
gka_16-to-6.edgelist,90,3953
gka_16-to-7.edgelist,90,3963
gka_16-to-8.edgelist,90,3960
gka_16-to-9.edgelist,90,3967
gka_17-ba-5.edgelist,100,2500
gka_17-ba-6.edgelist,100,2500
gka_17-ba-7.edgelist,100,2500
gka_17-ba-8.edgelist,100,2500
gka_17-ba-9.edgelist,100,2500
gka_17-cl-5.edgelist,100,4869
gka_17-cl-6.edgelist,100,4855
gka_17-cl-7.edgelist,100,4847
gka_17-cl-8.edgelist,100,4852
gka_17-cl-9.edgelist,100,4850
gka_17-er-5.edgelist,100,4904
gka_17-er-6.edgelist,100,4889
gka_17-er-7.edgelist,100,4906
gka_17-er-8.edgelist,100,4903
gka_17-er-9.edgelist,100,4910
gka_17-to-5.edgelist,100,4898
gka_17-to-6.edgelist,100,4887
gka_17-to-7.edgelist,100,4903
gka_17-to-8.edgelist,100,4901
gka_17-to-9.edgelist,100,4907
gka_18-ba-5.edgelist,125,3906
gka_18-ba-6.edgelist,125,3906
gka_18-ba-7.edgelist,125,3906
gka_18-ba-8.edgelist,125,3906
gka_18-ba-9.edgelist,125,3906
gka_18-cl-5.edgelist,125,7600
gka_18-cl-6.edgelist,125,7590
gka_18-cl-7.edgelist,125,7606
gka_18-cl-8.edgelist,125,7610
gka_18-cl-9.edgelist,125,7595
gka_18-er-5.edgelist,125,7667
gka_18-er-6.edgelist,125,7667
gka_18-er-7.edgelist,125,7669
gka_18-er-8.edgelist,125,7663
gka_18-er-9.edgelist,125,7679
gka_18-to-5.edgelist,125,7657
gka_18-to-6.edgelist,125,7663
gka_18-to-7.edgelist,125,7665
gka_18-to-8.edgelist,125,7659
gka_18-to-9.edgelist,125,7673
gka_19-ba-5.edgelist,40,384
gka_19-ba-6.edgelist,40,384
gka_19-ba-7.edgelist,40,384
gka_19-ba-8.edgelist,40,384
gka_19-ba-9.edgelist,40,384
gka_19-cl-5.edgelist,40,603
gka_19-cl-6.edgelist,40,588
gka_19-cl-7.edgelist,40,606
gka_19-cl-8.edgelist,40,616
gka_19-cl-9.edgelist,40,594
gka_19-er-5.edgelist,40,635
gka_19-er-6.edgelist,40,629
gka_19-er-7.edgelist,40,620
gka_19-er-8.edgelist,40,620
gka_19-er-9.edgelist,40,634
gka_19-to-5.edgelist,40,623
gka_19-to-6.edgelist,40,618
gka_19-to-7.edgelist,40,610
gka_19-to-8.edgelist,40,611
gka_19-to-9.edgelist,40,624
gka_2-ba-5.edgelist,60,171
gka_2-ba-6.edgelist,60,171
gka_2-ba-7.edgelist,60,171
gka_2-ba-8.edgelist,60,171
gka_2-ba-9.edgelist,60,171
