dataset,vertices,edges
aa29-er-1,277,1138
aa29-er-10,277,1061
aa29-er-11,277,1054
aa29-er-12,277,1017
aa29-er-13,277,1067
aa29-er-14,277,1030
aa29-er-2,277,1084
aa29-er-3,277,1076
aa29-er-4,277,1058
aa29-er-5,277,1013
aa29-er-6,277,1082
aa29-er-7,277,1061
aa29-er-8,277,1030
aa29-er-9,277,1049
aa29-to-0,277,644
aa29-to-1,277,665
aa29-to-10,277,597
aa29-to-11,277,608
aa29-to-12,277,565
aa29-to-13,277,614
aa29-to-14,277,574
aa29-to-2,277,623
aa29-to-3,277,653
aa29-to-4,277,594
aa29-to-5,277,607
aa29-to-6,277,629
aa29-to-7,277,607
aa29-to-8,277,563
aa29-to-9,277,597
aa30-ba-0,39,74
aa30-ba-1,39,74
aa30-ba-10,39,74
aa30-ba-11,39,74
aa30-ba-12,39,74
aa30-ba-13,39,74
aa30-ba-14,39,74
aa30-ba-2,39,74
aa30-ba-3,39,74
aa30-ba-4,39,74
aa30-ba-5,39,74
aa30-ba-6,39,74
aa30-ba-7,39,74
aa30-ba-8,39,74
aa30-ba-9,39,74
aa30-cl-0,39,62
aa30-cl-1,39,60
aa30-cl-10,39,74
aa30-cl-11,39,73
aa30-cl-12,39,64
aa30-cl-13,39,71
aa30-cl-14,39,72
aa30-cl-2,39,58
aa30-cl-3,39,68
aa30-cl-4,39,63
aa30-cl-5,39,66
aa30-cl-6,39,69
aa30-cl-7,39,62
aa30-cl-8,39,74
aa30-cl-9,39,55
aa30-er-0,39,81
aa30-er-1,39,76
aa30-er-10,39,75
aa30-er-11,39,73
aa30-er-12,39,63
aa30-er-13,39,70
aa30-er-14,39,73
aa30-er-2,39,61
aa30-er-3,39,73
aa30-er-4,39,77
aa30-er-5,39,80
aa30-er-6,39,78
aa30-er-7,39,80
aa30-er-8,39,51
aa30-er-9,39,88
aa30-to-0,39,51
aa30-to-1,39,41
aa30-to-10,39,42
aa30-to-11,39,49
aa30-to-12,39,35
aa30-to-13,39,48
aa30-to-14,39,44
aa30-to-2,39,37
aa30-to-3,39,51
aa30-to-4,39,46
aa30-to-5,39,52
aa30-to-6,39,45
aa30-to-7,39,50
aa30-to-8,39,34
aa30-to-9,39,50
aa31-ba-0,30,56
aa31-ba-1,30,56
aa31-ba-10,30,56
aa31-ba-11,30,56
aa31-ba-12,30,56
aa31-ba-13,30,56
aa31-ba-14,30,56
aa31-ba-2,30,56
aa31-ba-3,30,56
aa31-ba-4,30,56
aa31-ba-5,30,56
aa31-ba-6,30,56
aa31-ba-7,30,56
aa31-ba-8,30,56
aa31-ba-9,30,56
aa31-cl-0,30,46
aa31-cl-1,30,35
aa31-cl-10,30,38
aa31-cl-11,30,36
aa31-cl-12,30,44
aa31-cl-13,30,52
aa31-cl-14,30,44
aa31-cl-2,30,48
aa31-cl-3,30,48
aa31-cl-4,30,44
aa31-cl-5,30,50
aa31-cl-6,30,46
aa31-cl-7,30,47
aa31-cl-8,30,50
aa31-cl-9,30,40
aa31-er-0,30,54
aa31-er-1,30,59
aa31-er-10,30,50
aa31-er-11,30,48
aa31-er-12,30,43
aa31-er-13,30,52
aa31-er-14,30,45
aa31-er-2,30,53
aa31-er-3,30,47
aa31-er-4,30,53
aa31-er-5,30,48
aa31-er-6,30,63
aa31-er-7,30,59
aa31-er-8,30,46
aa31-er-9,30,65
aa31-to-0,30,28
aa31-to-1,30,27
aa31-to-10,30,29
aa31-to-11,30,27
aa31-to-12,30,25
aa31-to-13,30,33
aa31-to-14,30,33
aa31-to-2,30,29
aa31-to-3,30,26
aa31-to-4,30,26
aa31-to-5,30,25
aa31-to-6,30,33
aa31-to-7,30,30
aa31-to-8,30,24
aa31-to-9,30,43
aa32-ba-0,151,730
aa32-ba-1,151,730
aa32-ba-10,151,730
aa32-ba-11,151,730
aa32-ba-12,151,730
aa32-ba-13,151,730
aa32-ba-14,151,730
aa32-ba-2,151,730
aa32-ba-3,151,730
aa32-ba-4,151,730
aa32-ba-5,151,730
aa32-ba-6,151,730
aa32-ba-7,151,730
aa32-ba-8,151,730
aa32-ba-9,151,730
aa32-cl-0,151,736
aa32-cl-1,151,743
aa32-cl-10,151,768
aa32-cl-11,151,747
aa32-cl-12,151,728
aa32-cl-13,151,727
aa32-cl-14,151,742
aa32-cl-2,151,753
aa32-cl-3,151,763
aa32-cl-4,151,728
aa32-cl-5,151,723
aa32-cl-6,151,704
aa32-cl-7,151,736
aa32-cl-8,151,767
aa32-cl-9,151,726
aa32-er-0,151,771
aa32-er-1,151,814
aa32-er-10,151,772
aa32-er-11,151,773
aa32-er-12,151,715
aa32-er-13,151,758
aa32-er-14,151,725
aa32-er-2,151,761
aa32-er-3,151,750
aa32-er-4,151,734
aa32-er-5,151,718
aa32-er-6,151,778
aa32-er-7,151,748
aa32-er-8,151,747
aa32-er-9,151,816
aa32-to-0,151,513
aa32-to-1,151,553
aa32-to-10,151,539
aa32-to-11,151,522
aa32-to-12,151,488
aa32-to-13,151,509
aa32-to-14,151,500
aa32-to-2,151,521
aa32-to-3,151,504
aa32-to-4,151,506
aa32-to-5,151,498
aa32-to-6,151,539
aa32-to-7,151,510
aa32-to-8,151,514
aa32-to-9,151,565
aa33-ba-0,194,573
aa33-ba-1,194,573
aa33-ba-10,194,573
aa33-ba-11,194,573
aa33-ba-12,194,573
aa33-ba-13,194,573
aa33-ba-14,194,573
aa33-ba-2,194,573
aa33-ba-3,194,573
aa33-ba-4,194,573
aa33-ba-5,194,573
aa33-ba-6,194,573
aa33-ba-7,194,573
aa33-ba-8,194,573
aa33-ba-9,194,573
aa33-cl-0,194,483
aa33-cl-1,194,505
aa33-cl-10,194,487
aa33-cl-11,194,513
aa33-cl-12,194,518
aa33-cl-13,194,463
aa33-cl-14,194,500
aa33-cl-2,194,500
aa33-cl-3,194,476
aa33-cl-4,194,450
aa33-cl-5,194,439
aa33-cl-6,194,475
aa33-cl-7,194,483
aa33-cl-8,194,509
aa33-cl-9,194,456
aa33-er-0,194,538
aa33-er-1,194,538
aa33-er-10,194,507
aa33-er-11,194,488
aa33-er-12,194,493
aa33-er-13,194,497
aa33-er-14,194,484
aa33-er-2,194,510
aa33-er-3,194,523
aa33-er-4,194,497
aa33-er-5,194,482
aa33-er-6,194,515
aa33-er-7,194,495
aa33-er-8,194,505
aa33-er-9,194,490
aa33-to-0,194,297
aa33-to-1,194,271
aa33-to-10,194,235
aa33-to-11,194,256
aa33-to-12,194,255
aa33-to-13,194,245
aa33-to-14,194,249
aa33-to-2,194,280
aa33-to-3,194,277
aa33-to-4,194,272
aa33-to-5,194,266
aa33-to-6,194,281
aa33-to-7,194,268
aa33-to-8,194,249
aa33-to-9,194,251
aa34-ba-0,134,520
aa34-ba-1,134,520
aa34-ba-10,134,520
aa34-ba-11,134,520
aa34-ba-12,134,520
aa34-ba-13,134,520
aa34-ba-14,134,520
aa34-ba-2,134,520
aa34-ba-3,134,520
aa34-ba-4,134,520
aa34-ba-5,134,520
aa34-ba-6,134,520
aa34-ba-7,134,520
aa34-ba-8,134,520
aa34-ba-9,134,520
aa34-cl-0,134,425
aa34-cl-1,134,432
aa34-cl-10,134,431
aa34-cl-11,134,454
aa34-cl-12,134,451
aa34-cl-13,134,432
aa34-cl-14,134,455
aa34-cl-2,134,464
aa34-cl-3,134,448
aa34-cl-4,134,463
aa34-cl-5,134,428
aa34-cl-6,134,410
aa34-cl-7,134,418
aa34-cl-8,134,461
aa34-cl-9,134,421
aa34-er-0,134,480
aa34-er-1,134,472
aa34-er-10,134,440
aa34-er-11,134,448
aa34-er-12,134,411
aa34-er-13,134,443
aa34-er-14,134,431
aa34-er-2,134,453
aa34-er-3,134,429
aa34-er-4,134,425
aa34-er-5,134,448
aa34-er-6,134,495
aa34-er-7,134,459
aa34-er-8,134,451
aa34-er-9,134,489
aa34-to-0,134,267
aa34-to-1,134,286
aa34-to-10,134,277
aa34-to-11,134,247
aa34-to-12,134,224
aa34-to-13,134,260
aa34-to-14,134,260
aa34-to-2,134,258
aa34-to-3,134,259
aa34-to-4,134,246
aa34-to-5,134,266
aa34-to-6,134,305
aa34-to-7,134,305
aa34-to-8,134,264
aa34-to-9,134,299
aa35-ba-0,82,312
aa35-ba-1,82,312
aa35-ba-10,82,312
aa35-ba-11,82,312
aa35-ba-12,82,312
aa35-ba-13,82,312
aa35-ba-14,82,312
aa35-ba-2,82,312
aa35-ba-3,82,312
aa35-ba-4,82,312
aa35-ba-5,82,312
aa35-ba-6,82,312
aa35-ba-7,82,312
aa35-ba-8,82,312
aa35-ba-9,82,312
aa35-cl-0,82,245
aa35-cl-1,82,263
aa35-cl-10,82,259
aa35-cl-11,82,256
aa35-cl-12,82,260
aa35-cl-13,82,254
aa35-cl-14,82,266
aa35-cl-2,82,286
aa35-cl-3,82,266
aa35-cl-4,82,262
aa35-cl-5,82,243
aa35-cl-6,82,265
aa35-cl-7,82,279
aa35-cl-8,82,282
aa35-cl-9,82,246
aa35-er-0,82,290
aa35-er-1,82,287
aa35-er-10,82,259
aa35-er-11,82,271
aa35-er-12,82,247
aa35-er-13,82,260
aa35-er-14,82,262
aa35-er-2,82,249
aa35-er-3,82,251
aa35-er-4,82,277
aa35-er-5,82,261
aa35-er-6,82,277
aa35-er-7,82,284
aa35-er-8,82,250
aa35-er-9,82,298
aa35-to-0,82,167
aa35-to-1,82,185
aa35-to-10,82,158
aa35-to-11,82,162
aa35-to-12,82,160
aa35-to-13,82,171
aa35-to-14,82,165
aa35-to-2,82,159
aa35-to-3,82,158
aa35-to-4,82,173
aa35-to-5,82,165
aa35-to-6,82,166
aa35-to-7,82,183
aa35-to-8,82,144
aa35-to-9,82,180
aa36-ba-0,112,327
aa36-ba-1,112,327
aa36-ba-10,112,327
aa36-ba-11,112,327
aa36-ba-12,112,327
aa36-ba-13,112,327
aa36-ba-14,112,327
aa36-ba-2,112,327
aa36-ba-3,112,327
aa36-ba-4,112,327
aa36-ba-5,112,327
aa36-ba-6,112,327
aa36-ba-7,112,327
aa36-ba-8,112,327
aa36-ba-9,112,327
aa36-cl-0,112,289
aa36-cl-1,112,326
aa36-cl-10,112,297
aa36-cl-11,112,307
aa36-cl-12,112,315
aa36-cl-13,112,296
aa36-cl-14,112,295
aa36-cl-2,112,313
aa36-cl-3,112,325
aa36-cl-4,112,323
aa36-cl-5,112,300
aa36-cl-6,112,305
aa36-cl-7,112,307
aa36-cl-8,112,337
aa36-cl-9,112,282
aa36-er-0,112,349
aa36-er-1,112,318
aa36-er-10,112,294
aa36-er-11,112,314
aa36-er-12,112,299
aa36-er-13,112,315
aa36-er-14,112,307
aa36-er-2,112,328
aa36-er-3,112,296
aa36-er-4,112,297
aa36-er-5,112,312
aa36-er-6,112,348
aa36-er-7,112,313
aa36-er-8,112,316
aa36-er-9,112,349
aa36-to-0,112,194
aa36-to-1,112,195
aa36-to-10,112,165
aa36-to-11,112,187
aa36-to-12,112,154
aa36-to-13,112,174
aa36-to-14,112,176
aa36-to-2,112,176
aa36-to-3,112,177
aa36-to-4,112,171
aa36-to-5,112,186
aa36-to-6,112,183
aa36-to-7,112,178
aa36-to-8,112,176
aa36-to-9,112,192
aa37-ba-0,73,210
aa37-ba-1,73,210
aa37-ba-10,73,210
aa37-ba-11,73,210
aa37-ba-12,73,210
aa37-ba-13,73,210
aa37-ba-14,73,210
aa37-ba-2,73,210
aa37-ba-3,73,210
aa37-ba-4,73,210
aa37-ba-5,73,210
aa37-ba-6,73,210
aa37-ba-7,73,210
aa37-ba-8,73,210
aa37-ba-9,73,210
aa37-cl-0,73,157
aa37-cl-1,73,161
aa37-cl-10,73,167
aa37-cl-11,73,183
aa37-cl-12,73,170
aa37-cl-13,73,174
aa37-cl-14,73,166
aa37-cl-2,73,161
aa37-cl-3,73,182
aa37-cl-4,73,166
aa37-cl-5,73,160
aa37-cl-6,73,170
aa37-cl-7,73,156
aa37-cl-8,73,159
aa37-cl-9,73,161
aa37-er-0,73,187
aa37-er-1,73,185
aa37-er-10,73,168
aa37-er-11,73,156
aa37-er-12,73,149
aa37-er-13,73,166
aa37-er-14,73,161
aa37-er-2,73,159
aa37-er-3,73,151
aa37-er-4,73,163
aa37-er-5,73,167
aa37-er-6,73,182
aa37-er-7,73,190
aa37-er-8,73,157
aa37-er-9,73,197
aa37-to-0,73,113
aa37-to-1,73,100
aa37-to-10,73,98
aa37-to-11,73,91
aa37-to-12,73,72
aa37-to-13,73,85
aa37-to-14,73,86
aa37-to-2,73,89
aa37-to-3,73,81
aa37-to-4,73,97
aa37-to-5,73,98
aa37-to-6,73,103
aa37-to-7,73,111
aa37-to-8,73,88
aa37-to-9,73,129
aa38-ba-0,171,990
aa38-ba-1,171,990
aa38-ba-10,171,990
aa38-ba-11,171,990
aa38-ba-12,171,990
aa38-ba-13,171,990
aa38-ba-14,171,990
aa38-ba-2,171,990
aa38-ba-3,171,990
aa38-ba-4,171,990
aa38-ba-5,171,990
aa38-ba-6,171,990
aa38-ba-7,171,990
aa38-ba-8,171,990
aa38-ba-9,171,990
aa38-cl-0,171,866
aa38-cl-1,171,834
aa38-cl-10,171,881
aa38-cl-11,171,860
aa38-cl-12,171,888
aa38-cl-13,171,885
aa38-cl-14,171,838
aa38-cl-2,171,886
aa38-cl-3,171,866
aa38-cl-4,171,839
aa38-cl-5,171,837
aa38-cl-6,171,863
aa38-cl-7,171,804
aa38-cl-8,171,836
aa38-cl-9,171,818
aa38-er-0,171,918
aa38-er-1,171,914
aa38-er-10,171,890
aa38-er-11,171,890
aa38-er-12,171,849
aa38-er-13,171,884
aa38-er-14,171,815
aa38-er-2,171,878
aa38-er-3,171,857
aa38-er-4,171,867
aa38-er-5,171,870
aa38-er-6,171,889
aa38-er-7,171,867
aa38-er-8,171,837
aa38-er-9,171,924
aa38-to-0,171,572
aa38-to-1,171,600
aa38-to-10,171,574
aa38-to-11,171,585
aa38-to-12,171,544
aa38-to-13,171,575
aa38-to-14,171,508
aa38-to-2,171,560
aa38-to-3,171,547
aa38-to-4,171,556
aa38-to-5,171,554
aa38-to-6,171,565
aa38-to-7,171,549
aa38-to-8,171,525
aa38-to-9,171,581
aa39-ba-0,145,700
aa39-ba-1,145,700
aa39-ba-10,145,700
aa39-ba-11,145,700
aa39-ba-12,145,700
aa39-ba-13,145,700
aa39-ba-14,145,700
aa39-ba-2,145,700
aa39-ba-3,145,700
aa39-ba-4,145,700
aa39-ba-5,145,700
aa39-ba-6,145,700
aa39-ba-7,145,700
aa39-ba-8,145,700
aa39-ba-9,145,700
aa39-cl-0,145,659
aa39-cl-1,145,701
aa39-cl-10,145,689
aa39-cl-11,145,672
aa39-cl-12,145,704
aa39-cl-13,145,675
aa39-cl-14,145,656
aa39-cl-2,145,702
aa39-cl-3,145,689
aa39-cl-4,145,656
aa39-cl-5,145,658
aa39-cl-6,145,659
aa39-cl-7,145,675
aa39-cl-8,145,702
aa39-cl-9,145,663
aa39-er-0,145,717
aa39-er-1,145,753
aa39-er-10,145,710
aa39-er-11,145,721
aa39-er-12,145,645
aa39-er-13,145,694
aa39-er-14,145,673
aa39-er-2,145,711
aa39-er-3,145,685
aa39-er-4,145,683
aa39-er-5,145,652
aa39-er-6,145,708
aa39-er-7,145,695
aa39-er-8,145,689
aa39-er-9,145,731
aa39-to-0,145,456
aa39-to-1,145,470
aa39-to-10,145,455
aa39-to-11,145,443
aa39-to-12,145,420
aa39-to-13,145,446
aa39-to-14,145,447
aa39-to-2,145,447
aa39-to-3,145,423
aa39-to-4,145,454
aa39-to-5,145,426
aa39-to-6,145,452
aa39-to-7,145,462
aa39-to-8,145,445
aa39-to-9,145,494
aa40-ba-0,140,675
aa40-ba-1,140,675
aa40-ba-10,140,675
aa40-ba-11,140,675
aa40-ba-12,140,675
aa40-ba-13,140,675
aa40-ba-14,140,675
aa40-ba-2,140,675
aa40-ba-3,140,675
aa40-ba-4,140,675
aa40-ba-5,140,675
aa40-ba-6,140,675
aa40-ba-7,140,675
aa40-ba-8,140,675
aa40-ba-9,140,675
aa40-cl-0,140,618
aa40-cl-1,140,632
aa40-cl-10,140,633
aa40-cl-11,140,626
aa40-cl-12,140,612
aa40-cl-13,140,613
aa40-cl-14,140,610
aa40-cl-2,140,613
aa40-cl-3,140,588
aa40-cl-4,140,680
aa40-cl-5,140,570
aa40-cl-6,140,573
aa40-cl-7,140,579
aa40-cl-8,140,628
aa40-cl-9,140,619
aa40-er-0,140,636
aa40-er-1,140,673
aa40-er-10,140,627
aa40-er-11,140,624
aa40-er-12,140,578
aa40-er-13,140,632
aa40-er-14,140,603
aa40-er-2,140,622
aa40-er-3,140,600
aa40-er-4,140,607
aa40-er-5,140,599
aa40-er-6,140,649
aa40-er-7,140,620
aa40-er-8,140,605
aa40-er-9,140,665
aa40-to-0,140,423
aa40-to-1,140,439
aa40-to-10,140,410
aa40-to-11,140,413
aa40-to-12,140,374
aa40-to-13,140,401
aa40-to-14,140,373
aa40-to-2,140,409
aa40-to-3,140,376
aa40-to-4,140,394
aa40-to-5,140,386
aa40-to-6,140,429
aa40-to-7,140,414
aa40-to-8,140,371
aa40-to-9,140,450
aa41-ba-0,300,1764
aa41-ba-1,300,1764
aa41-ba-10,300,1764
aa41-ba-11,300,1764
aa41-ba-12,300,1764
aa41-ba-13,300,1764
aa41-ba-14,300,1764
aa41-ba-2,300,1764
aa41-ba-3,300,1764
aa41-ba-4,300,1764
aa41-ba-5,300,1764
aa41-ba-6,300,1764
aa41-ba-7,300,1764
aa41-ba-8,300,1764
aa41-ba-9,300,1764
aa41-cl-0,300,1595
aa41-cl-1,300,1594
aa41-cl-10,300,1643
aa41-cl-11,300,1640
aa41-cl-12,300,1651
aa41-cl-13,300,1598
aa41-cl-14,300,1611
aa41-cl-2,300,1583
aa41-cl-3,300,1642
aa41-cl-4,300,1535
aa41-cl-5,300,1602
aa41-cl-6,300,1603
aa41-cl-7,300,1545
aa41-cl-8,300,1590
aa41-cl-9,300,1554
aa41-er-0,300,1648
aa41-er-1,300,1682
aa41-er-10,300,1597
aa41-er-11,300,1622
aa41-er-12,300,1601
aa41-er-13,300,1611
aa41-er-14,300,1588
aa41-er-2,300,1651
aa41-er-3,300,1586
aa41-er-4,300,1631
aa41-er-5,300,1585
aa41-er-6,300,1628
aa41-er-7,300,1648
aa41-er-8,300,1638
aa41-er-9,300,1646
aa41-to-0,300,1030
aa41-to-1,300,1051
aa41-to-10,300,991
aa41-to-11,300,1000
aa41-to-12,300,999
aa41-to-13,300,1001
aa41-to-14,300,993
aa41-to-2,300,1004
aa41-to-3,300,1008
aa41-to-4,300,1003
aa41-to-5,300,950
aa41-to-6,300,1032
aa41-to-7,300,1041
aa41-to-8,300,1029
aa41-to-9,300,1039
aa42-ba-0,237,1160
aa42-ba-1,237,1160
aa42-ba-10,237,1160
aa42-ba-11,237,1160
aa42-ba-12,237,1160
aa42-ba-13,237,1160
aa42-ba-14,237,1160
aa42-ba-2,237,1160
aa42-ba-3,237,1160
aa42-ba-4,237,1160
aa42-ba-5,237,1160
aa42-ba-6,237,1160
aa42-ba-7,237,1160
aa42-ba-8,237,1160
aa42-ba-9,237,1160
aa42-cl-0,237,1084
aa42-cl-1,237,1095
aa42-cl-10,237,1094
aa42-cl-11,237,1104
aa42-cl-12,237,1067
aa42-cl-13,237,1104
aa42-cl-14,237,1078
aa42-cl-2,237,1176
aa42-cl-3,237,1092
aa42-cl-4,237,1124
aa42-cl-5,237,1092
aa42-cl-6,237,1095
aa42-cl-7,237,1029
aa42-cl-8,237,1094
aa42-cl-9,237,1080
aa42-er-0,237,1136
aa42-er-1,237,1159
aa42-er-10,237,1115
aa42-er-11,237,1123
aa42-er-12,237,1089
aa42-er-13,237,1110
aa42-er-14,237,1076
aa42-er-2,237,1142
aa42-er-3,237,1115
aa42-er-4,237,1110
aa42-er-5,237,1083
aa42-er-6,237,1157
aa42-er-7,237,1128
aa42-er-8,237,1135
aa42-er-9,237,1100
aa42-to-0,237,709
aa42-to-1,237,697
aa42-to-10,237,697
aa42-to-11,237,680
aa42-to-12,237,648
aa42-to-13,237,703
aa42-to-14,237,681
aa42-to-2,237,708
aa42-to-3,237,657
aa42-to-4,237,680
aa42-to-5,237,687
aa42-to-6,237,739
aa42-to-7,237,689
aa42-to-8,237,698
aa42-to-9,237,684
aa43-ba-0,64,295
aa43-ba-1,64,295
aa43-ba-10,64,295
aa43-ba-11,64,295
aa43-ba-12,64,295
aa43-ba-13,64,295
aa43-ba-14,64,295
aa43-ba-2,64,295
aa43-ba-3,64,295
aa43-ba-4,64,295
aa43-ba-5,64,295
aa43-ba-6,64,295
aa43-ba-7,64,295
aa43-ba-8,64,295
aa43-ba-9,64,295
aa43-cl-0,64,290
aa43-cl-1,64,297
aa43-cl-10,64,315
aa43-cl-11,64,291
aa43-cl-12,64,299
aa43-cl-13,64,297
aa43-cl-14,64,295
aa43-cl-2,64,298
aa43-cl-3,64,299
aa43-cl-4,64,301
aa43-cl-5,64,272
aa43-cl-6,64,293
aa43-cl-7,64,295
aa43-cl-8,64,305
aa43-cl-9,64,278
aa43-er-0,64,312
aa43-er-1,64,305
aa43-er-10,64,290
aa43-er-11,64,299
aa43-er-12,64,297
aa43-er-13,64,299
aa43-er-14,64,327
aa43-er-2,64,294
aa43-er-3,64,294
aa43-er-4,64,290
aa43-er-5,64,338
aa43-er-6,64,329
aa43-er-7,64,338
aa43-er-8,64,315
aa43-er-9,64,316
aa43-to-0,64,229
aa43-to-1,64,216
aa43-to-10,64,216
aa43-to-11,64,216
aa43-to-12,64,232
aa43-to-13,64,236
aa43-to-14,64,260
aa43-to-2,64,221
aa43-to-3,64,225
aa43-to-4,64,221
aa43-to-5,64,258
aa43-to-6,64,264
aa43-to-7,64,241
aa43-to-8,64,237
aa43-to-9,64,247
aa44-ba-0,60,171
aa44-ba-1,60,171
aa44-ba-10,60,171
aa44-ba-11,60,171
aa44-ba-12,60,171
aa44-ba-13,60,171
aa44-ba-14,60,171
aa44-ba-2,60,171
aa44-ba-3,60,171
aa44-ba-4,60,171
aa44-ba-5,60,171
aa44-ba-6,60,171
aa44-ba-7,60,171
aa44-ba-8,60,171
aa44-ba-9,60,171
aa44-cl-0,60,158
aa44-cl-1,60,158
aa44-cl-10,60,165
aa44-cl-11,60,173
aa44-cl-12,60,168
aa44-cl-13,60,161
aa44-cl-14,60,159
aa44-cl-2,60,151
aa44-cl-3,60,168
aa44-cl-4,60,164
aa44-cl-5,60,157
aa44-cl-6,60,166
aa44-cl-7,60,153
aa44-cl-8,60,148
aa44-cl-9,60,152
aa44-er-0,60,183
aa44-er-1,60,164
aa44-er-10,60,165
aa44-er-11,60,159
aa44-er-12,60,145
aa44-er-13,60,145
aa44-er-14,60,153
aa44-er-2,60,149
aa44-er-3,60,159
aa44-er-4,60,149
aa44-er-5,60,184
aa44-er-6,60,179
aa44-er-7,60,179
aa44-er-8,60,152
aa44-er-9,60,186
aa44-to-0,60,115
aa44-to-1,60,103
aa44-to-10,60,105
aa44-to-11,60,114
aa44-to-12,60,94
aa44-to-13,60,98
aa44-to-14,60,95
aa44-to-2,60,102
aa44-to-3,60,111
aa44-to-4,60,108
aa44-to-5,60,119
aa44-to-6,60,114
aa44-to-7,60,121
aa44-to-8,60,89
aa44-to-9,60,122
aa45-ba-0,83,390
aa45-ba-1,83,390
aa45-ba-10,83,390
aa45-ba-11,83,390
aa45-ba-12,83,390
aa45-ba-13,83,390
aa45-ba-14,83,390
aa45-ba-2,83,390
aa45-ba-3,83,390
aa45-ba-4,83,390
aa45-ba-5,83,390
aa45-ba-6,83,390
aa45-ba-7,83,390
aa45-ba-8,83,390
aa45-ba-9,83,390
aa45-cl-0,83,328
aa45-cl-1,83,383
aa45-cl-10,83,375
aa45-cl-11,83,399
aa45-cl-12,83,378
aa45-cl-13,83,373
aa45-cl-14,83,357
aa45-cl-2,83,405
aa45-cl-3,83,377
aa45-cl-4,83,397
aa45-cl-5,83,382
aa45-cl-6,83,364
aa45-cl-7,83,378
aa45-cl-8,83,368
aa45-cl-9,83,355
aa45-er-0,83,399
aa45-er-1,83,395
aa45-er-10,83,356
aa45-er-11,83,382
aa45-er-12,83,376
aa45-er-13,83,380
aa45-er-14,83,380
aa45-er-2,83,373
aa45-er-3,83,372
aa45-er-4,83,395
aa45-er-5,83,375
aa45-er-6,83,394
aa45-er-7,83,404
aa45-er-8,83,353
aa45-er-9,83,408
aa45-to-0,83,289
aa45-to-1,83,278
aa45-to-10,83,269
aa45-to-11,83,264
aa45-to-12,83,261
aa45-to-13,83,275
aa45-to-14,83,276
aa45-to-2,83,271
aa45-to-3,83,263
aa45-to-4,83,288
aa45-to-5,83,276
aa45-to-6,83,290
aa45-to-7,83,280
aa45-to-8,83,260
aa45-to-9,83,298
aa46-ba-0,163,636
aa46-ba-1,163,636
aa46-ba-10,163,636
aa46-ba-11,163,636
aa46-ba-12,163,636
aa46-ba-13,163,636
aa46-ba-14,163,636
aa46-ba-2,163,636
aa46-ba-3,163,636
aa46-ba-4,163,636
aa46-ba-5,163,636
aa46-ba-6,163,636
aa46-ba-7,163,636
aa46-ba-8,163,636
aa46-ba-9,163,636
aa46-cl-0,163,514
aa46-cl-1,163,524
aa46-cl-10,163,556
aa46-cl-11,163,521
aa46-cl-12,163,535
aa46-cl-13,163,521
aa46-cl-14,163,538
aa46-cl-2,163,534
aa46-cl-3,163,513
aa46-cl-4,163,558
aa46-cl-5,163,489
aa46-cl-6,163,504
aa46-cl-7,163,495
aa46-cl-8,163,534
aa46-cl-9,163,521
aa46-er-0,163,563
aa46-er-1,163,557
aa46-er-10,163,517
aa46-er-11,163,550
aa46-er-12,163,508
aa46-er-13,163,521
aa46-er-14,163,507
aa46-er-2,163,533
aa46-er-3,163,523
aa46-er-4,163,518
aa46-er-5,163,513
aa46-er-6,163,568
aa46-er-7,163,530
aa46-er-8,163,528
aa46-er-9,163,568
aa46-to-0,163,336
aa46-to-1,163,348
aa46-to-10,163,285
aa46-to-11,163,321
aa46-to-12,163,297
aa46-to-13,163,289
aa46-to-14,163,284
aa46-to-2,163,329
aa46-to-3,163,301
aa46-to-4,163,309
aa46-to-5,163,306
aa46-to-6,163,337
aa46-to-7,163,312
aa46-to-8,163,305
aa46-to-9,163,347
aa47-ba-0,65,244
aa47-ba-1,65,244
aa47-ba-10,65,244
aa47-ba-11,65,244
aa47-ba-12,65,244
aa47-ba-13,65,244
aa47-ba-14,65,244
aa47-ba-2,65,244
aa47-ba-3,65,244
aa47-ba-4,65,244
aa47-ba-5,65,244
aa47-ba-6,65,244
aa47-ba-7,65,244
aa47-ba-8,65,244
aa47-ba-9,65,244
aa47-cl-0,65,205
aa47-cl-1,65,230
aa47-cl-10,65,195
aa47-cl-11,65,228
aa47-cl-12,65,219
aa47-cl-13,65,201
aa47-cl-14,65,227
aa47-cl-2,65,210
aa47-cl-3,65,230
aa47-cl-4,65,235
aa47-cl-5,65,236
aa47-cl-6,65,205
aa47-cl-7,65,233
aa47-cl-8,65,246
aa47-cl-9,65,221
aa47-er-0,65,243
aa47-er-1,65,227
aa47-er-10,65,229
aa47-er-11,65,221
aa47-er-12,65,218
aa47-er-13,65,215
aa47-er-14,65,238
aa47-er-2,65,215
aa47-er-3,65,223
aa47-er-4,65,217
aa47-er-5,65,248
aa47-er-6,65,244
aa47-er-7,65,249
aa47-er-8,65,217
aa47-er-9,65,254
aa47-to-0,65,178
aa47-to-1,65,162
aa47-to-10,65,157
aa47-to-11,65,153
aa47-to-12,65,143
aa47-to-13,65,155
aa47-to-14,65,171
aa47-to-2,65,155
aa47-to-3,65,160
aa47-to-4,65,158
aa47-to-5,65,167
aa47-to-6,65,177
aa47-to-7,65,176
aa47-to-8,65,146
aa47-to-9,65,179
aa48-ba-0,90,344
aa48-ba-1,90,344
